original_title,genre_ids,popularity,vote_average,vote_count,year
गोलमाल 3,"[35, 10751]",5.278,5.4,34,2010
Vincere,"[18, 36]",5.254,6.5,54,2010
Dinocroc vs. Supergator,"[27, 878]",5.247,4.0,22,2010
Princess Ka'iulani,[18],5.239,5.1,22,2010
Father of Invention,"[35, 18]",5.238,5.4,70,2010
Virginia,[18],5.236,5.8,24,2010
Der Knochenmann,"[80, 53, 35]",5.223,7.3,43,2010
Sinners and Saints,"[28, 80, 53]",5.223,5.6,42,2010
Every Day,"[18, 35, 10749]",5.22,5.5,46,2010
Locked Down,"[28, 18, 53]",5.2,4.1,15,2010
Essential Killing,"[53, 10752]",5.177,5.7,73,2010
The Reef,"[18, 27, 53]",5.173,5.6,264,2010
Plan B,"[35, 18, 10749]",5.164,7.2,45,2010
The Pregnancy Pact,[18],5.162,4.8,78,2010
Barry Munday,"[35, 18, 10749]",5.141,6.0,37,2010
Hole in One,[35],5.105,3.9,54,2010
The Making of The Walking Dead,[99],5.084,8.0,82,2010
Bloodworth,"[18, 10749]",5.076,6.3,18,2010
The Good Witch's Gift,"[18, 10751, 14]",5.071,6.9,37,2010
The Extra Man,[35],5.056,5.9,46,2010
Moon Mater,"[16, 35]",5.036,5.7,18,2010
Our Family Wedding,[35],5.025,5.5,57,2010
На игре 2: Новый уровень,"[28, 878]",5.006,5.2,21,2010
Icarus,"[28, 18, 53]",5.002,5.2,42,2010
Crime d'amour,"[53, 80, 9648]",4.99,6.5,45,2010
Once Fallen,"[18, 28, 80]",4.963,4.8,14,2010
The Perfect Game,"[18, 10751]",4.958,6.3,44,2010
Как я провёл этим летом,"[18, 53]",4.92,6.1,52,2010
Flicka 2,"[12, 18]",4.899,5.9,48,2010
Stag Night,"[28, 27, 53]",4.892,4.8,34,2010
Red: Werewolf Hunter,"[14, 27, 28, 53]",4.89,4.2,31,2010
Gun,"[28, 53]",4.873,5.5,45,2010
I'm Here,[18],4.851,7.2,82,2010
Lost Boys: The Thirst,"[28, 12, 35, 27]",4.851,5.3,61,2010
The Virginity Hit,[35],4.834,4.6,35,2010
Group Sex,"[35, 10749]",4.8,5.4,34,2010
Różyczka,"[36, 18, 10749]",4.743,7.0,16,2010
Неадекватные люди,"[35, 10749, 18]",4.701,7.2,35,2010
Khatta Meetha,"[35, 18]",4.677,4.9,21,2010
Broderskab,[18],4.648,7.5,35,2010
Ice Quake,"[53, 878, 28]",4.635,4.2,32,2010
Любовь в большом городе 2,"[35, 10749]",4.604,5.7,12,2010
Listen to Your Heart,"[18, 10402, 10749]",4.602,7.6,59,2010
Deadly Impact,"[18, 28, 53]",4.588,4.7,20,2010
Jack Goes Boating,"[35, 18, 10749]",4.587,6.1,57,2010
Carancho,"[53, 18, 10749, 80]",4.554,6.6,59,2011
Farewell Mr. Kringle,[10749],4.539,6.4,10,2010
Monster Truck Mater,[16],4.494,5.6,23,2010
इश्क़िया,"[53, 35]",4.48,6.4,30,2010
How to Make Love to a Woman,"[35, 10749]",4.459,4.6,26,2010
The Infidel,"[35, 18]",4.434,6.0,59,2010
Wake,"[35, 18, 10749]",4.39,4.8,23,2009
En ganske snill mann,"[35, 80, 18]",4.381,6.3,43,2010
My Girlfriend's Boyfriend,[35],4.378,5.9,68,2010
Sykt lykkelig,"[18, 35, 10749]",4.32,6.2,18,2010
Тёмный мир,"[14, 9648, 53]",4.319,4.3,24,2010
Luster,[18],4.309,5.1,7,2010
Rammbock,"[27, 53]",4.302,6.0,59,2010
Bear,"[27, 28, 53]",4.288,3.5,9,2010
The River Why,"[18, 10749]",4.282,5.7,31,2010
Чужая,"[18, 28]",4.274,6.7,11,2010
Anjaana Anjaani,"[35, 18, 10402, 10749]",4.265,6.1,47,2010
Letters to God,"[18, 10751]",4.242,6.9,71,2010
Abandoned,"[18, 9648, 53]",4.233,4.8,65,2010
The Six Wives of Henry Lefay,[35],4.203,5.3,40,2010
DC Showcase: Green Arrow,"[16, 12]",4.2,7.2,54,2010
Never Sleep Again: The Elm Street Legacy,[99],4.197,8.2,63,2010
Love and Distrust,"[10749, 18]",4.196,4.7,16,2010
The Wildest Dream,[99],4.194,7.2,20,2010
Beatdown,"[12, 28, 53]",4.193,5.1,13,2010
Miss Nobody,"[80, 35]",4.145,4.9,20,2010
The Terror Experiment,"[27, 28, 53]",4.145,4.4,14,2010
Кандагар,"[18, 28]",4.14,6.7,19,2010
Bill Burr: Let It Go,[35],4.138,7.9,44,2010
Malice in Wonderland,"[14, 18, 28, 53, 80, 878, 10749]",4.097,5.7,28,2010
Dinoshark,"[27, 878]",4.084,4.2,21,2010
Три богатыря и Шамаханская царица,"[16, 10751, 35, 12]",4.081,5.9,30,2010
Coco Chanel & Igor Stravinsky,"[18, 10749]",4.057,6.3,50,2010
The Daisy Chain,"[27, 53]",4.047,5.2,35,2010
Middle of Nowhere,"[35, 18]",4.046,5.9,35,2010
డార్లింగ్,"[18, 10749]",4.029,4.9,8,2010
Mein Führer - Die wirklich wahrste Wahrheit über Adolf Hitler,"[10752, 35, 18]",4.018,5.2,38,2010
Airline Disaster,"[28, 12, 53]",3.985,3.2,15,2010
Bitter Feast,"[27, 53]",3.973,5.4,27,2010
Wrong Side of Town,"[28, 80]",3.969,5.2,25,2010
Белка и Стрелка. Звёздные собаки,"[10751, 16]",3.952,5.5,17,2010
Ceremony,"[35, 10749]",3.952,5.2,33,2010
Legendary,[18],3.948,6.4,50,2010
The Stranger,"[28, 53]",3.948,5.0,29,2010
君に届け,"[10749, 18]",3.9,6.5,37,2010
Vorstadtkrokodile 2,"[10751, 12]",3.9,6.4,30,2010
I Hate Luv Storys,"[35, 18, 10749]",3.867,6.1,51,2010
Наша Russia: Яйца судьбы,[],3.867,4.3,25,2010
ホッタラケの島 遥と魔法の鏡,"[12, 16]",3.863,6.7,18,2010
DC Showcase: The Spectre,"[16, 80, 9648]",3.844,6.4,36,2010
The People vs. George Lucas,[99],3.829,6.4,49,2010
Christmas Mail,"[35, 10751]",3.793,5.4,29,2010
Heavy Metal Mater,[16],3.787,5.7,19,2010
As Good As Dead,"[28, 12, 53]",3.765,4.8,15,2010
Hunter Prey,"[878, 53]",3.738,5.6,51,2010
Monte Walsh,[37],3.728,6.3,20,1970
The Best and the Brightest,[35],3.728,4.5,11,2010
Waste Land,[99],3.707,7.7,51,2010
Le quattro volte,[18],3.702,7.6,45,2010
Coyote Falls,"[16, 35]",3.69,7.3,24,2010
Frankie & Alice,"[18, 53]",3.69,5.7,43,2014
L'Autre monde,"[18, 53]",3.681,5.8,37,2010
ExTerminators,"[35, 18]",3.66,5.5,56,2010
All About Evil,[27],3.659,5.6,30,2010
Mères et filles,"[35, 18]",3.655,6.4,15,2009
鉄男 THE BULLET MAN,"[28, 878, 27, 53]",3.644,5.7,32,2010
Tournée,"[18, 35]",3.635,6.8,37,2010
Lifted,"[18, 10751]",3.625,7.3,18,2010
Order of Chaos,[53],3.613,4.4,12,2010
Rock Slyde,[35],3.598,6.1,13,2010
Tick Tock Tale,[16],3.587,8.0,39,2010
First Dog,"[10751, 35, 18]",3.585,6.2,17,2010
Tracker,"[28, 18, 53, 12]",3.581,6.7,29,2010
RSC Live: Hamlet,[18],3.549,7.7,37,2010
Beneath the Dark,"[18, 53]",3.531,4.9,21,2010
वीर,"[28, 10749]",3.526,5.7,24,2010
Meteor Apocalypse,"[28, 878, 53]",3.513,3.8,12,2010
Is It Just Me?,"[18, 35, 10749]",3.51,6.1,34,2010
Prep & Landing Stocking Stuffer: Operation: Secret Santa,"[16, 10751]",3.501,6.7,42,2010
The Killing Jar,"[18, 53, 9648]",3.496,5.7,27,2010
Край,"[10749, 12, 18, 36]",3.49,6.0,21,2010
Triple Dog,"[18, 53]",3.479,5.9,59,2010
Jack Hunter and the Lost Treasure of Ugarit,"[12, 28]",3.471,6.8,8,2010
Coach,"[35, 10749]",3.469,4.6,12,2010
Stripped Naked,"[80, 18, 53]",3.463,4.3,6,2010
Locked In,"[53, 18]",3.454,4.2,12,2010
나탈리,"[18, 35, 10749]",3.44,5.0,9,2010
Victim,"[18, 27, 53]",3.44,4.4,19,2010
Delta,[18],3.429,5.8,9,2010
Shrek’s Yule Log,[],3.424,4.7,9,2010
What if...,"[18, 35, 10749, 10751, 14]",3.423,6.6,29,2010
A Family Thanksgiving,"[14, 10770, 35]",3.406,5.2,9,2010
Open House,"[18, 27, 53]",3.4,4.7,23,2010
Zero,"[16, 18]",3.366,7.4,35,2010
Born to Raise Hell,"[28, 53]",3.361,4.5,40,2010
"Fat, Sick & Nearly Dead",[99],3.356,7.2,69,2010
Needle,"[27, 53, 9648]",3.356,5.1,24,2010
The Trotsky,[35],3.355,6.3,43,2010
Captifs,"[27, 53]",3.353,5.5,47,2010
The Final Storm,"[28, 9648, 53, 27]",3.343,4.1,18,2010
Amish Grace,[18],3.342,7.0,21,2010
Jack and the Beanstalk,"[12, 35, 10751, 14]",3.342,5.2,38,2009
Frygtelig lykkelig,"[18, 53]",3.333,6.5,38,2010
Kill Katie Malone,"[53, 27]",3.332,4.2,15,2010
November Christmas,[18],3.331,7.6,19,2010
The First Grader,"[10749, 18]",3.331,7.0,51,2010
The War Boys,[18],3.327,6.5,29,2009
#1 Cheerleader Camp,"[35, 18]",3.277,3.6,34,2010
My Iz Budushchego 2,"[10752, 14, 28, 18]",3.275,5.3,25,2010
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,[35],3.264,3.4,59,2010
Ёлки,[35],3.256,6.5,35,2010
Mothman,"[27, 878]",3.237,3.2,12,2010
Gabriel Iglesias: Hot and Fluffy,[35],3.233,7.4,37,2007
Sascha,"[35, 18]",3.226,6.5,11,2010
The Dead Matter,[27],3.221,3.7,6,2010
Die-ner (Get It?),"[35, 27]",3.22,3.3,12,2010
Alligator X,"[27, 28, 53, 878]",3.219,3.3,17,2010
Seeing Heaven,"[18, 14]",3.209,3.7,9,2012
Quantum Apocalypse,"[10770, 878]",3.177,3.6,38,2010
Erratum,[],3.154,6.6,7,2010
The Heavy,"[53, 28, 12]",3.146,5.0,24,2010
The Freebie,[18],3.137,4.8,12,2010
Small Town Saturday Night,[18],3.136,6.2,17,2010
The Dead Undead,"[27, 878, 28]",3.127,3.1,9,2010
Sex & Drugs & Rock & Roll,[18],3.126,6.6,25,2010
Aziz Ansari: Intimate Moments for a Sensual Evening,[35],3.125,6.6,28,2010
Mortal Kombat: Rebirth,"[28, 14]",3.121,7.2,52,2010
Samson and Delilah,"[18, 10749]",3.115,6.1,25,2010
Client 9: The Rise and Fall of Eliot Spitzer,[99],3.107,6.4,18,2010
Dear Mr. Gacy,"[80, 18, 53]",3.104,6.4,40,2010
You Should Meet My Son!,"[35, 10751]",3.101,6.7,20,2010
The Four-Faced Liar,"[35, 18, 10749]",3.091,5.3,25,2010
Rush: Beyond the Lighted Stage,"[99, 10402]",3.089,8.3,33,2010
Mater Private Eye,[16],3.079,5.6,22,2010
The Myth of the American Sleepover,"[10749, 35, 18]",3.066,6.2,47,2011
DMT: The Spirit Molecule,[99],3.057,6.2,40,2010
The Seminarian,[18],3.055,5.8,8,2010
The Reeds,"[27, 53, 9648]",3.051,4.7,25,2010
Lemmy,"[99, 10402]",3.047,7.4,51,2010
L'enfer d'Henri-Georges Clouzot,[99],3.045,7.1,21,2010
Once Upon a Time in Mumbaai,"[18, 53, 80]",3.037,6.6,36,2010
West Is West,[35],3.035,6.6,23,2010
Mysterious Island,"[27, 878, 12]",3.031,4.3,12,2010
Monsterwolf,"[10770, 14, 27]",3.016,3.8,10,2010
अतिथि तुम कब जाओगे?,[35],3.007,6.3,26,2010
Holy Rollers,"[80, 18, 53]",2.992,5.9,43,2010
Nothing Personal,"[18, 53]",2.985,6.4,37,2010
Call Me Mrs. Miracle,"[14, 18, 10751, 10770]",2.983,5.4,22,2010
Unidentified Flying Mater,[16],2.978,6.1,27,2010
Cherry,"[35, 18, 10749]",2.969,6.5,40,2010
Mercy,"[18, 10749]",2.959,5.6,10,2010
Ice Dreams,"[10749, 10770, 18, 10751]",2.945,6.0,11,2010
The Presence,"[18, 27, 53]",2.944,4.2,37,2010
American Grindhouse,"[99, 36]",2.942,6.9,35,2011
Brain Dead,[27],2.941,5.2,18,2007
The Graves,"[12, 27, 53]",2.941,3.2,22,2010
Dark Relic,"[878, 14, 27]",2.926,3.1,8,2010
Wolf Town,"[27, 28, 53]",2.916,3.2,10,2010
Just Say Love,"[18, 10749]",2.905,5.1,9,2010
Knucklehead,"[18, 35]",2.895,5.0,24,2010
Tony,"[27, 18, 53]",2.893,6.0,39,2010
Burning Palms,"[35, 18, 10751]",2.883,5.6,27,2010
Meet Monica Velour,"[35, 18, 10749]",2.883,5.4,18,2010
Pièce Montée,[35],2.883,5.2,27,2010
The Stranger in Us,[18],2.875,5.6,8,2010
For Colored Girls,[18],2.858,6.8,33,2010
King of the Avenue,"[28, 12, 53]",2.857,4.5,9,2010
Freeway Killer,"[27, 53, 18, 80]",2.848,5.5,10,2009
Mater the Greater,[16],2.846,5.9,24,2010
Dead West,"[28, 27, 37]",2.845,3.0,7,2010
Grant Morrison:  Talking with Gods,"[28, 99]",2.835,6.6,8,2010
The 7 Adventures of Sinbad,"[12, 28, 14]",2.835,3.3,16,2010
Rescue Squad Mater,[16],2.833,5.9,22,2010
文学少女,"[16, 18, 10749]",2.83,6.4,9,2010
Slices of Life,"[27, 878, 53]",2.828,2.5,6,2010
The Chosen One,"[18, 35]",2.818,4.5,23,2010
The Tillman Story,[99],2.813,7.5,33,2010
President's Day,"[27, 35]",2.809,3.6,6,2010
Double Wedding,"[10770, 35, 18, 10749]",2.786,6.4,19,2010
Red Hook,"[35, 18, 27, 53]",2.783,3.9,6,2009
Horse Crazy 2: The Legend of Grizzly Mountain,[10751],2.774,4.4,4,2010
"Bo Burnham: Words, Words, Words","[35, 10402]",2.761,7.2,29,2010
Fur of Flying,"[16, 35]",2.761,6.6,15,2010
House of Bones,[27],2.761,4.3,19,2010
Bo,[18],2.751,5.1,14,2010
Mandrake,"[27, 878, 53]",2.751,3.8,12,2010
Alle Anderen,"[18, 10749]",2.75,6.2,39,2009
Sea Rex 3D: Journey to a Prehistoric World,[99],2.746,7.4,12,2010
You Wont Miss Me,"[35, 18]",2.744,5.2,5,2010
Road Train,"[27, 53, 878]",2.744,3.9,43,2010
The Violent Kind,[27],2.734,5.2,21,2010
归途列车,"[99, 18]",2.733,7.2,26,2010
ఏ మాయ చేసావే,"[10749, 18]",2.726,6.3,8,2010
Turbulent Skies,"[18, 28, 53]",2.726,3.0,15,2010
Strapped,[18],2.725,6.0,25,2010
Cyrus: Mind of a Serial Killer,"[80, 27, 9648, 53]",2.718,4.5,26,2010
Perrier's Bounty,"[28, 35, 80, 18]",2.716,5.8,35,2010
Entrelobos,[18],2.715,6.0,19,2010
La Meute,[27],2.709,3.8,27,2010
A Shine of Rainbows,"[18, 10751]",2.706,6.3,19,2010
Ensemble c'est trop,"[35, 10751]",2.696,4.8,10,2010
Action Replayy,"[18, 35, 10749]",2.685,5.3,36,2010
Graphic Sexual Horror,[99],2.681,7.5,12,2009
Mao's Last Dancer,"[18, 10749]",2.681,7.0,45,2010
Pieds nus sur les limaces,[18],2.676,5.9,27,2010
El último verano de La Boyita,[18],2.675,7.0,11,2010
New Ghoul at School,"[10751, 16]",2.671,6.0,21,2010
Salvage,[27],2.664,5.3,27,2010
Secret Origin: The Story of DC Comics,[99],2.66,6.6,19,2010
Love the Beast,"[28, 12, 99]",2.657,6.6,18,2010
The Killing Strain,"[27, 53]",2.657,3.2,5,2010
A Film with Me in It,"[35, 53, 9648]",2.656,5.9,37,2010
Witchville,"[14, 28, 53, 878]",2.654,4.4,16,2010
Secrets in the Walls,"[27, 53]",2.651,5.7,33,2010
The Cursed,"[27, 53]",2.643,4.6,5,2010
The Taint,"[28, 35, 27]",2.639,4.7,19,2010
600 kilos d'or pur,[12],2.634,5.2,22,2010
French Roast,[16],2.63,6.7,27,2010
Smoke Screen,"[10770, 80, 9648, 53]",2.629,5.1,7,2010
Bikini Frankenstein,[],2.625,6.0,4,2010
Arctic Predator,"[28, 878, 53]",2.617,5.0,20,2010
Re-Cut,"[27, 53]",2.615,3.8,10,2010
Wasted on the Young,"[18, 53, 10749]",2.605,5.3,23,2010
Iron Doors,"[53, 9648]",2.597,4.9,16,2010
Marwencol,[99],2.596,7.3,30,2010
BearCity,"[35, 10749]",2.593,6.1,18,2010
The Bucks County Massacre,[27],2.59,4.5,8,2010
Boxing Gym,[99],2.587,5.5,7,2010
Circle,"[27, 53]",2.587,3.8,6,2010
Diamant 13,"[28, 80, 53]",2.586,5.5,18,2010
機動戦士ガンダム00 スペシャルエディションIII リターン・ザ・ワールド,"[28, 12, 16, 878, 10752]",2.583,5.6,8,2010
12th & Delaware,[99],2.579,7.4,9,2010
Tales of an Ancient Empire,"[12, 14, 27, 28, 53, 878]",2.576,3.3,12,2010
Lady Blue Shanghai,"[18, 9648]",2.57,6.1,30,2010
Bill Maher... But I'm Not Wrong,"[35, 99]",2.566,6.5,12,2010
Lourdes,[18],2.565,6.5,21,2010
The Devil's Teardrop,"[18, 53, 80, 9648]",2.565,6.0,11,2010
The Santa Suit,"[35, 10751, 14, 10770]",2.559,7.0,11,2010
Miral,[18],2.558,6.1,27,2010
Defcon 2012,"[878, 28]",2.556,2.0,6,2010
Riverworld,"[18, 878, 53]",2.549,4.9,16,2010
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),"[99, 10402]",2.544,7.6,14,2010
Mask Maker,[27],2.544,5.4,17,2010
Killjoy 3,[27],2.54,4.2,14,2010
Bill Cunningham New York,[99],2.531,7.9,48,2010
The Pagan Queen,"[14, 36, 10749]",2.53,3.3,8,2010
The Last Harbor,"[80, 53, 9648]",2.529,4.3,5,2010
The Night Before the Night Before Christmas,"[10770, 10751, 14]",2.527,5.6,10,2010
El Cónsul de Sodoma,[18],2.523,7.1,7,2010
Knife Edge,"[27, 9648, 53]",2.523,4.6,15,2010
Rabid Rider,"[16, 10751, 35]",2.513,6.4,12,2010
Fake,"[53, 80, 9648]",2.498,5.0,3,2010
SuicideGirls Must Die!,[27],2.498,3.7,10,2010
The 19th Wife,"[18, 9648, 53]",2.486,4.5,6,2010
Karthik Calling Karthik,"[18, 10749, 53]",2.485,6.0,40,2010
月滿軒尼詩,"[35, 10749]",2.484,6.6,5,2010
Demonic Toys: Personal Demons,"[27, 14]",2.475,3.8,14,2010
Get Lamp,[99],2.47,6.4,10,2010
Slow Torture Puke Chamber,[27],2.465,2.6,14,2010
Henri 4,"[36, 18, 10752]",2.462,6.2,13,2010
A Little Help,"[35, 18, 10749]",2.451,5.3,30,2010
Weakness,[],2.451,4.5,2,2010
Norman,"[35, 18]",2.45,5.9,22,2010
一頁台北,[35],2.443,6.2,13,2010
Cold Weather,"[9648, 18, 35, 53]",2.432,6.2,19,2010
El cuarto de Leo,[18],2.417,7.3,18,2010
Ovsyanki,[18],2.409,6.8,32,2010
The Kid,[18],2.403,6.9,12,2010
Bruce Springsteen: The Promise - The Making of Darkness on the Edge of Town,"[10402, 99]",2.398,6.0,4,2010
The Frankenstein Syndrome,"[27, 878]",2.397,4.9,25,2010
The Perfect Teacher,"[10770, 53, 18]",2.394,5.5,20,2010
Kathleen Madigan: Gone Madigan,[35],2.39,6.5,11,2010
The Last Rites of Ransom Pride,"[28, 18, 37]",2.386,3.5,10,2010
See You in September,"[35, 10749]",2.382,5.0,12,2010
Camp Hell,"[27, 53]",2.381,3.5,26,2010
Ice Castles,[18],2.379,6.3,34,2010
At Risk,"[10770, 80, 18, 9648]",2.378,4.4,10,2010
The Truth,[53],2.377,5.5,10,2010
Detention,"[27, 28, 35, 53]",2.377,3.5,15,2010
Elevator Girl,"[10770, 35, 10751]",2.373,5.5,21,2010
Venus & Vegas,"[28, 35]",2.362,3.7,14,2010
Kevin Smith: Too Fat For 40,[35],2.36,6.5,15,2010
The Bill Collector,"[35, 18]",2.359,2.9,7,2010
Main Street,"[18, 10749]",2.353,3.7,27,2010
ब्रेक के बाद,"[18, 35, 10749]",2.35,5.6,26,2010
Aisha,"[18, 35, 10749]",2.35,4.9,19,2010
Adventures of a Teenage Dragonslayer,"[12, 35, 10751]",2.348,3.6,8,2010
You're So Cupid,"[14, 18, 878, 10749, 10751]",2.331,5.6,28,2010
Mongolian Death Worm,"[27, 878, 10770]",2.331,3.6,14,2010
Phas Gaye Re Obama,"[35, 80]",2.33,6.9,18,2010
The Good Heart,"[18, 35, 10749]",2.321,6.4,30,2010
The Psycho Legacy,[99],2.317,8.0,3,2010
"Moskva, Ya Lyublyu Tebya!","[10749, 35]",2.313,4.6,7,2010
लव सेक्स और धोखा,"[18, 80]",2.308,5.9,18,2010
The Traveler,"[27, 53]",2.304,5.3,49,2010
The Confession,"[18, 53]",2.302,6.7,6,2010
Anton Chekhov's The Duel,[18],2.293,7.4,5,2010
Eurazijos aborigenas,[18],2.293,6.8,8,2010
"Glenn, the Flying Robot","[878, 14]",2.292,4.2,9,2010
Meet my Mom,"[10749, 10770]",2.29,6.3,10,2010
Full Love,"[28, 80, 18, 53]",2.288,10.0,1,2010
Removal,[53],2.278,5.1,16,2010
春风沉醉的夜晚,"[18, 10749]",2.277,5.9,8,2010
A Religiosa Portuguesa,[18],2.273,6.6,7,2010
The Dolphin Story of a Dreamer,[16],2.265,6.2,5,2010
שתיקת הארכיון,"[36, 99]",2.261,7.0,16,2010
Aparecidos,"[27, 53, 9648]",2.26,5.3,21,2010
Deux de la Vague,[99],2.258,5.6,7,2010
Night Catches Us,"[18, 10749]",2.251,4.4,7,2010
Octubre,[18],2.248,6.5,3,2010
2010: Moby Dick,"[28, 12, 18, 27, 878, 53]",2.243,3.2,34,2010
Brotherhood,"[18, 28, 53]",2.235,6.2,31,2010
La herencia Valdemar,"[27, 9648]",2.234,5.0,30,2010
Puppet Master: Axis of Evil,[27],2.227,3.9,12,2010
Breaking Point,"[28, 12, 18, 53]",2.225,5.6,8,2009
Ollie Klublershturf vs. the Nazis,[35],2.222,5.9,7,2010
दुल्हा मिल गया,"[35, 18, 10749]",2.22,5.1,20,2010
180° South,"[35, 99, 18]",2.219,7.1,31,2010
Brilliantlove,"[10749, 18]",2.215,4.7,7,2010
Un homme qui crie,"[10752, 18]",2.211,6.1,10,2010
A Nanny for Christmas,"[35, 10751]",2.211,5.0,29,2010
Caught in the Crossfire,"[28, 12, 80, 18, 53]",2.21,4.7,11,2010
O Estranho Caso de Angélica,[18],2.206,6.7,22,2010
The Dark Lurking,"[28, 27, 878]",2.204,3.4,18,2010
Successful Alcoholics,[35],2.203,6.1,7,2010
Bhutto,[99],2.198,5.4,6,2010
L'uomo che verrà,[18],2.191,7.6,33,2010
8: The Mormon Proposition,[99],2.19,6.2,11,2010
Linha de Passe,[18],2.189,6.8,18,2010
The Wild Hunt,"[28, 12, 35, 18, 878, 53]",2.178,6.0,25,2010
Contagion,"[27, 28, 53, 878]",2.178,4.3,6,2010
Pixels,[878],2.172,7.1,35,2010
चांस पे डांस,"[18, 10749]",2.172,5.0,14,2010
Scott Pilgrim vs. the Animation,"[10770, 16, 12]",2.171,7.5,35,2010
Gigola,[18],2.168,5.6,4,2010
Katt Williams: 9 Lives,"[35, 99]",2.163,5.4,4,2010
Invisible Empire: A New World Order Defined,[99],2.161,7.8,13,2010
Role/Play,"[18, 10749]",2.159,5.5,13,2010
Bibliothèque Pascal,[18],2.155,6.9,11,2010
Silent But Deadly,"[35, 27]",2.155,3.8,4,2010
Paul McCartney Really Is Dead: The Last Testament of George Harrison,[99],2.148,4.7,10,2010
The 5th Quarter,[18],2.142,4.7,15,2011
Circle of Pain,"[28, 12, 53]",2.14,4.0,13,2010
The Town Christmas Forgot,"[35, 10770, 10751]",2.139,6.6,10,2010
The Penthouse,[35],2.139,3.5,10,2010
Zanan-e bedun-e mardan,[18],2.133,6.6,25,2010
Fairfield Road,"[18, 10749, 10770]",2.133,5.9,18,2010
Жить,"[28, 18, 9648]",2.127,6.8,9,2010
Journey to Promethea,"[28, 14, 878]",2.125,2.2,5,2010
Classic Albums: Rush - 2112 & Moving Pictures,"[10402, 99]",2.12,5.3,3,2010
Le père de mes enfants,[18],2.115,7.0,26,2010
Nice Guy Johnny,"[35, 10749]",2.113,5.3,14,2010
Don't Look Up,[27],2.11,3.7,22,2010
Freshman Father,[],2.106,6.3,32,2010
Xun zhao Cheng Long,"[28, 35, 10751]",2.096,4.9,29,2010
Playing House,[53],2.088,5.2,6,2010
Preacher's Kid,"[18, 10751]",2.085,6.4,23,2010
Gift of the Magi,"[18, 10749]",2.08,5.4,10,2010
The Hills Have Thighs,"[35, 9648]",2.08,5.0,2,2010
Someone's Knocking at the Door,"[27, 35]",2.08,3.6,17,2010
3 Backyards,[18],2.079,4.3,6,2010
My Super Psycho Sweet 16: Part 2,[],2.078,5.9,16,2010
Whitney Cummings: Money Shot,[35],2.076,6.1,11,2010
Zombie Driftwood,"[35, 27]",2.074,1.7,3,2010
Nihon bundan: Heru doraibâ,"[27, 878]",2.072,5.9,18,2010
Agnosia,"[10749, 53, 27, 18]",2.072,5.0,24,2010
Reel Injun,"[99, 37]",2.069,7.1,14,2010
Triple Standard,[18],2.069,5.3,6,2010
War Games: At the End of the Day,"[28, 27, 53]",2.069,5.2,23,2010
American: The Bill Hicks Story,"[35, 99]",2.068,7.7,32,2010
Transfer,"[18, 878]",2.066,6.2,12,2010
Twilight Vamps,"[27, 35]",2.066,5.5,4,2010
Sweaty Beards,[],2.063,2.8,5,2010
Machete Maidens Unleashed!,[99],2.061,6.9,26,2010
The Lazarus Papers,"[18, 28, 53, 878]",2.057,4.5,10,2010
Poikien bisnes,[99],2.057,3.9,4,2010
Wonderful World,"[35, 18, 10749]",2.056,5.8,19,2010
To Save A Life,[18],2.053,6.5,32,2009
Halloween: The Inside Story,[99],2.042,7.4,9,2010
Mr. Hush,[27],2.042,2.3,7,2010
Virus X,"[18, 53, 27, 878]",2.038,3.5,15,2010
Goblin,"[27, 14, 878]",2.028,5.4,14,2010
Astro Boy vs The Junkyard Pirates,[],2.022,6.8,6,2010
זוהי סדום,"[35, 36]",2.02,7.3,12,2010
Счастье мое,[18],2.017,6.9,24,2010
"No eres tú, soy yo","[18, 35, 10749]",2.007,6.3,20,2010
Cleanflix,[99],2.006,6.6,9,2010
Monster: The Josef Fritzl Story,"[80, 99, 18]",2.005,4.8,40,2010
Dare,"[18, 10749, 35]",2.002,5.9,37,2009
Wreckage,"[27, 53]",2.002,3.9,12,2010
Long Pigs,"[80, 27]",1.999,5.3,12,2007
Zenith,"[28, 12, 18, 9648, 878, 53]",1.998,5.4,13,2010
6 Guns,"[28, 53, 37]",1.995,4.7,17,2010
The Way Home,"[18, 10751, 10749]",1.982,5.1,11,2010
Kickassia,[35],1.982,4.9,22,2010
잘 알지도 못하면서,[18],1.977,5.9,12,2010
Enemies Among Us,"[28, 53]",1.971,1.6,4,2010
Daddy Longlegs,"[18, 35]",1.969,6.3,7,2010
Meskada,"[80, 18, 9648, 53]",1.963,5.0,8,2010
Hamill,"[18, 35]",1.961,6.5,16,2010
Pony Excess,[99],1.96,7.5,7,2010
สวรรค์บ้านนา,[18],1.96,7.3,4,2010
Wenecja,"[18, 10749]",1.96,7.2,5,2010
Megaconda,"[878, 27]",1.96,7.0,1,2010
Life in Flight,"[35, 18, 10749]",1.96,6.7,3,2008
Little Big Men,[99],1.96,6.4,4,2010
The Erotic Man,"[99, 18]",1.96,6.3,6,2010
"Truth in Numbers? Everything, According to Wikipedia",[99],1.96,6.3,8,2010
La blonde aux seins nus,"[35, 18]",1.96,6.2,9,2010
Act da Fool,[35],1.96,6.1,10,2010
Death and Cremation,"[27, 53]",1.96,5.5,7,2010
